AccountingFirm,Address,CPA.CharteredPublicAccountant.First,CPA.CharteredPublicAccountant.Second,Chairman,CompanyAbbreviation,CompanyName,Date,DateOfIncorporation,DateOfListing,DeputySpokesperson,EmailAddress,Fax,GeneralManager,IssueShares,Paidin.Capital.NTDollars,ParValueOfCommonStock,PreferredStock.shares,PreparationOfFinancialReportType,PrivateStock.shares,Registration,SecuritiesCompanyCode,SecuritiesIndustryCode,Spokesman,StockTransferAgent,StockTransferAgentAddress,StockTransferAgentTelephone,Symbol,Telephone,TitleOfSpokesman,UnifiedBusinessNo.,WebAddress
勤業眾信聯合會計師事務所,"NO.68,SHENG DER N. RD., 8 LIN, SHI HAI VILLAGEDAYUAN TAOYUAN, 337, TAIWAN",蔡侑玲,莊碧玉,黃秋逢,陽程,陽程科技股份有限公司,1150904,19810407,20070911,黃秋逢,stockspeaker@usuntek.com,03-3851407,黃秋逢,61273008,612730080,新台幣                 10.0000元,0,1,9800000,－ ,3498,31,葉振祥,福邦證券股份有限公司,台北市中正區忠孝西路一段6號6樓,02-2371-1658,USUN,03-3852628,處長,36049822,www.usuntek.com
勤業眾信聯合會計師事務所,"16F.,No.186,Jian Yi RoadZhonghe Dist., New Taipei City ,Taiwan",陳彥君,鄭欽宗,鄭世揚,環天科,環天世通科技股份有限公司,1150904,20000501,20061019,王瑩楓,public@globalsat.com.tw,(02)8226-3899,陳文賢,54970596,549705960,新台幣                 10.0000元,0,1,0,－ ,3499,27,陳玟秀,元大證券股務代理部,106臺北市大安區敦化南路2段67號地下一樓,25865859,GLOBALSAT,(02)82263799,財務長,70498381,www.globalsat.com.tw
安侯建業聯合會計師事務所,"No. 26  Gaoqing Rd.Yangmei, Taoyuan County, Taiwan, R.O.C.",郭冠纓,劉振興,廖世文,位速,位速科技股份有限公司,1150904,20010904,20071017,郭仕儀,waysholder@ways.com.tw,03-4641621,廖世文,108866737,1088667370,新台幣                 10.0000元,0,1,11725000,－ ,3508,31,廖世文,元大證券股份有限公司,臺北市大安區敦化南路2段67號地下一樓,02-25865859,Ways,03-4965000,總經理,12894840,www.waystech.net
安永聯合會計師事務所,"14F., No.1351, Zhong-Zheng Rd., Taoyuan Dist., Taoyuan City 33071,TaiwanTaiwan,R.O.C.",陳國帥,林政緯,黃漢州,矽瑪,矽瑪科技股份有限公司,1150904,20031215,20090216,簡婉怡,jasminejianglin@simulatechnology.com,(03)301-0100,胡若堯,79972945,799729450,新台幣                 10.0000元,0,1,30000000,－ ,3511,28,姜林嘉容,福邦證券股份有限公司股務代理部,台北市中正區忠孝西路1段6號6樓,(02)23711658,SIMULA TECH INC,(03)301-0008,財務長,80611545,www.simulatechnology.com
安侯建業聯合會計師事務所,"16F-2. No.171, Songde Rd., Xinyi Dist., Taipei City 110, TaiwanTAIPEI CITY , TAIWAN (R.O.C.)",黃欣婷,張淑瑩,陳文宏,皇龍,皇龍開發股份有限公司,1150904,19920608,20070725,王愛蓮,vincent@hldc.com.tw,(02)2727-1120,魏文珍,113072372,1130723720,新台幣                 10.0000元,0,1,0,－ ,3512,14,溫財炳,台新證券股務代理部,台北市建國北路一段96號B1,(02)2504-8125,Huang Long,(02)2727-0100,財務長,86746561,www.hldc.com.tw
安永聯合會計師事務所,"NO.858,GUANGFU RDBADE  CITY , TAOYUAN COUNTY, TAIWAN",林政緯,羅筱靖,廖書尉,亞帝歐,亞帝歐光電股份有限公司,1150904,19911129,20071129,黃棋榮,ado@adotek.com.tw,033768382,曾國瑞,59560874,595608740,新台幣                 10.0000元,0,1,0,－ ,3516,26,黃正心,中國信託商業銀行代理部,台北市重慶南路一段83號5樓,0266365566,ADO,033768380,董事長室協理,86410720,www.adotek.com.tw
安侯建業聯合會計師事務所,"6F., No.18, Ln.609, Sec. 5 Chongxin Rd., Sanchong Dist.,New Taipei City 241, Taiwan (R.O.C.)",紀孟君,傅泓文,廖振仲,華盈,華盈電子股份有限公司,1150904,19860221,20071012,孫銘宏,ir@jve-tech.com,02-29996177,林名宏,68846778,688467780,新台幣                 10.0000元,0,1,6698626,－ ,3520,28,林名宏,國票綜合證券(股)公司股務代理部,105411台北市松山區南京東路五段188號15樓,02-2528-8988,JVE,02-29996166,總經理,22071540,www.jve-tech.com
安侯建業聯合會計師事務所,"Rm. 3, 25 F., No. 502, Jiuru 1st Rd.,Sanmin Dist., Kaohsiung City 807 Taiwan",高鈺倫,張淑瑩,林郁昌,台鋼建設,台鋼建設事業股份有限公司,1150904,19860307,20070807,蔡振財,spokesman@datavan.com.tw,02-82272330,蔡振財,185765552,1857655520,新台幣                 10.0000元,0,1,140000000,－ ,3521,14,林郁昌,群益金鼎證券股務代理部,臺北市大安區敦化南路二段97號地下二樓),02-27023999,TSG Development,02-82272556,董事長,22023793,http://www.datavan.com.tw/
安侯建業聯合會計師事務所,"13F., No. 216, Sec. 3, Zhonghua Rd., Xinzhuang Dist.,New Taipei City 242, Taiwan (R.O.C.)",張淑瑩,潘俊名,孫正強,御嵿,御嵿國際股份有限公司,1150904,20010926,20071015,蕭勝原,top-investors@toplusglobal.com,2226-5029,蕭勝原,104096209,1040962090,新台幣                 10.0000元,0,1,35371635,－ ,3522,16,張晴澈,兆豐證券股份有限公司,台北市忠孝東路二段95號1樓,02-33930898,TOPLUS,2226-6277,董事長特助,12947467,www.toplusglobal.com
安永聯合會計師事務所,"No.391,Sec.2,Bentian Rd.,Annan DistrictTainan City 70955,Taiwan R.O.C",姚世傑,胡子仁,唐以&#38563;,迎輝,迎輝科技股份有限公司,1150904,19980115,20071116,徐彧劭,tw2andy@efun.com.tw,(06)3841515,溫哲毅,64257868,642578680,新台幣                 10.0000元,0,1,35428000,－ ,3523,26,溫哲毅,台新證券股務代理部,台北市建國北路一段96號地下一樓,(02)25048125,EFUN,(06)3841313,總經理,16366341,https://www.efun.com.tw/
勤業眾信會計師事務所,"3F., No. 102, Sec. 3, Zhongshan Rd., Zhonghe Dist.New Taipei City 235, Taiwan (R.O.C.)",劉力維,張耿禧,游萬益,凡甲,凡甲科技股份有限公司,1150904,19981106,20071102,陳巧慧,gladys@otop.com.tw,02  22250882,張一偉,66839477,668394770,新台幣                 10.0000元,0,1,0,－ ,3526,28,陳忠毅,元大證券(股)公司股務代理部,臺北市大安區敦化南路二段67號地下一樓,02-25865859,ALLTOP,02  22251688,投資人關係管理處經理,16691156,https://www.alltopconnector.com
勤業眾信聯合會計師事務所,"Floor 6-4, No. 18, Pu-Ting Rd.,Hsinchu , Taiwan, R.O.C.",林政治,林心彤,楊立昌,聚積,聚積科技股份有限公司,1150904,19990625,20071029,林益勝,mbi.ir@mblock.com.tw,03-6100086,林益勝,44445125,444451250,新台幣                 10.0000元,0,1,0,－ ,3527,24,楊立昌,元大證券股份有限公司,臺北市大安區敦化南路2段67號地下一樓,02-2586-5859,MBI,03-5790068,董事長,16948543,https://www.mblock.com.tw/zh-tw
勤業眾信聯合會計師事務所,"8F, No. 5, Tai-Yuan 1st St., Jhubei City, Hsinchu County 302082, Taiwan,R.O.C.Hsinchu, Taiwan, R.O.C.　　",林政治,張雅芸,徐清祥,力旺,力旺電子股份有限公司,1150904,20000902,20110124,夏喬威,ir@ememory.com.tw,03-5601169,待委任,74686492,746864920,新台幣                 10.0000元,0,1,0,－ ,3529,24,盧俊宏,凱基證券股份有限公司股務代理部,台北市重慶南路1段2號5樓,02-23892999,eMemory,03-5601168,執行副總經理暨營運長,70784292,https://www.ememory.com.tw
安侯建業聯合會計師事務所,"NO.22, Gongyequ 24th Rd., Nantun Dist.TAICHUNG TAIWAN R.O.C",陳燕慧,陳政學,王惠民,先益,先益電子工業股份有限公司,1150904,19791011,20080408,陳瑞穗,yaching@shianyih.com.tw,04-23599692,黃功龍,61175011,611750110,新台幣                 10.0000元,0,1,0,－ ,3531,26,方建仁,永豐金證券股份有限公司,台北市100博愛路17號3樓,02-23816288,Shian Yih,04-23590111,車燈部經理,52543363,www.shianyih.com.tw
安侯建業會計師事務所,"10F,No.129,Sec.2,Chung Shan N, RoadTaipei ,Taiwan , ROC",吳政諺,陳俊光,陳家裕,堡達,堡達實業股份有限公司,1150904,19870814,20100125,蕭昌國,pai@podak.com.tw,02-25236363,李茂洋,56242979,562429790,新台幣                 10.0000元,0,1,0,－ ,3537,28,白榮生,華南永昌綜合證券股務代理部,台北市民生東路四段54號4樓,02-27186425,PODAK,02-25219090,協理,22625795,www.podak.com.tw
眾智聯合會計師事務所,"5F., No.185, Sec. 2, Tiding Blvd., Neihu Dist.,Taipei City, Taiwan",楊永成,林征聖,林培熙,曜越,曜越科技股份有限公司,1150904,19991130,20071212,沈昌德,service_3540@thermaltake.com.tw,02-8797-8055,林培熙,84458548,844585480,新台幣                 10.0000元,0,1,0,－ ,3540,25,劉建邦,永豐金證券股份有限公司,100005台北市博愛路17號3樓,02-2381-6288,Thermaltake,02-8797-5788,財務處副總經理,70669172,www.thermaltake.com
富鋒聯合會計師事務所,"6F-5, No. 130,Jian,Kang Rd.,Chung Ho City, Taipei Hsien 23585, Taiwan, R.O.CTaipei Hsien 23585, Taiwan, R.O.C",吳金地,鄭忠昊,蔡正義,西柏,西柏科技股份有限公司,1150904,19910123,20091222,黃郁茹,maggie.lee@cypress.com.tw,02-22269587,方均正,56349142,563491420,新台幣                 10.0000元,0,1,0,－ ,3541,31,李彩蓮,富邦綜合證券股份有限公司,台北市中正區許昌街17號11樓,(02)2361-1300,CYP,02-22269586,財務處協理暨會計主管,23975263,http://www.cypress.com.tw
勤業眾信會計師事務所,"14F., No.102,Sec.2, Roosevelt Rd.Zhongzheng Dist., Taipei City,Taiwan",張至誼,彭詩玄,劉信,宇峻,宇峻奧汀科技股份有限公司,1150904,19950519,20080418,方麗惠,paulyeh@uj.com.tw,02-82269918,劉信,61348690,613486900,新台幣                 10.0000元,0,1,0,－ ,3546,32,葉文燦,群益金鼎證券股份有限公司,(106大安區)台北巿敦化南路2段97號B2,(02)27035000,USERJOY,02-82269989,管理處協理,89521257,https://www.uj.com.tw/
安侯建業聯合會計師事務所,"No.13 , Wu gone 5th Rd.Hsin Chung Dist, New Taipei City, Taiwan",洪士剛,陳蓓琪,張台沅,兆利,兆利科技工業股份有限公司,1150904,20040707,20080327,職缺待補,investor@jarlly.com,02-22901260,張台沅,68244175,682441750,新台幣                 10.0000元,0,1,0,－ ,3548,28,陳穎萱,永豐金證券(股)公司股務代理部,台北市博愛路17號3樓,02-23816288,JARLLY,02-22982666,財務長,27393491,https://www.jarlly.com
安侯建業聯合會計師事務所,"No.18,Renzheng RdHukou Township, Hsinchu County , Taiwan",黃泳華,鄭安志,陳學聖,世禾,世禾科技股份有限公司,1150904,19970623,20080415,古卉妤,martin@sht.com.tw,035986415,陳學哲,62274890,622748900,新台幣                 10.0000元,0,1,0,－ ,3551,35,陳學哲,台新證券股務代理部,台北市建國北路一段96號地下一樓,02-25048125,SHT,035981100,總經理,16044341,www.sht.com.tw
資誠聯合會計師事務所,"No.9, Ln. 1156, Nanqing Rd., Luzhu Dist.,Taoyuan City, Taiwan (R.O.C.)",林瑟凱,林佳鴻,陳聖儒,同致,同致電子企業股份有限公司,1150904,19791207,20090107,陳紹鈞,Investors@tungthih.com.tw,(03)322-6281,陳聖儒,97918334,979183340,新台幣                 10.0000元,0,1,0,－ ,3552,31,陳聖儒,中國信託商業銀行股份有限公司,台北市中正區重慶南路一段83號5樓,(02)66365566,TUNG THIH,(03)322-2901,董事長兼執行長,55900791,www.tungthih.com.tw
資誠聯合會計師事務所,"10F., No.533, Tanmei St., Neihu Dist.,Taipei City 114044, Taiwan (R.O.C.)",于智帆,王方瑜,周康記,博士旺,博士旺創新股份有限公司,1150904,20030925,20111108,陳怡靜,ir@i-baas.com,02-8227-2067,黃啟誠,39998797,399987970,新台幣                 10.0000元,0,1,14930659,－ ,3555,24,洪儷尤,康和綜合證券股份有限公司,11072台北市信義區基隆路一段176號B1,02-8787-1888,BaaS,02-8227-2928,財務長,80551862,https://www.i-baas.com/
安侯建業聯合會計師事務所,"11F., No.302, Rueiguang Rd., Neihu District,Taipei City, Taiwan (R.O.C.)",傅泓文,陳蓓琪,唐錦榮,禾瑞亞,禾瑞亞科技股份有限公司,1150904,20020912,20080415,廖慶齡,public@eeti.com,(02)2797-8808,唐錦榮,63702844,637028440,新台幣                 10.0000元,0,1,0,－ ,3556,24,張志彬,中國信託商業銀行代理部,台北市重慶南路一段83號5樓,(02)6636-5566,EETI,(02)8751-5191,業務處處長,80342958,https://www.eeti.com
資誠聯合會計師事務所,"No.500 Fusing 3rd.,Hwa-Ya Technology ParkKuei-Shan Hsiang,Taoyuan County ,Taiwan",黃珮娟,林永智,蔡文河,神準,神準科技股份有限公司,1150904,20061012,20131230,&#40846;士慧,invest@senao.com,03-3962222,林伯彰,59060881,590608810,新台幣                 10.0000元,0,1,0,－ ,3558,27,喻鳳筱,富邦綜合證券股份有限公司,台北市許昌街17號11樓,02-23611300,Senao Networks,03-3289289,經營管理部副總經理,28496495,https://www.senaonetworks.com/
安侯建業聯合會計師事務所,"32F., No. 97,Sec. 1, Xintai 5th Rd.,Xizhi Dist.,New Taipei City,Taiwan (R.O.C.)",許詩淳,施威銘,曾文興,其陽,其陽科技股份有限公司,1150904,20001024,20131203,李怡玫,investor@aewin.com,(02)26976966,林章安,59123100,591231000,新台幣                 10.0000元,0,1,0,－ ,3564,27,林章安,凱基證券股份有限公司,台北市中正區重慶南路一段2號5樓,(02)23892999,AEWIN,(02)26976866,總經理,12658515,www.aewin.com
勤業眾信聯合會計師事務所,"4F-1 No.35, Hsin-Tai Road,Chu-Pei City, Hsin-Chu, Taiwan",姚勝雄,林心彤,郭嘯華,逸昌,逸昌科技股份有限公司,1150904,20000907,20101122,彭惠絹,rock@etrendtech.tw,03-6565732,吳建忠,33954000,339540000,新台幣                 10.0000元,0,2,0,－ ,3567,24,林榮勳,富邦綜合證券股務代理部,台北市100中正區許昌街17號11樓,(02)2361-1300,ETREND,03-5544308,處長,12613567,www.etrendtech.tw
安侯建業聯合會計師事務所,"6F, No. 68, Sec.2, Xianmin Blvd.Banqiao Dist., New Taipei City , Taiwan",洪士剛,莊鈞維,鶴見裕信,大塚,大塚資訊科技股份有限公司,1150904,19970804,20081023,朱正益,investor@oitc.com.tw,(02)8964-6667,郭一龍,17097000,170970000,新台幣                 10.0000元,0,1,0,－ ,3570,30,徐慧如,永豐金證券股份有限公司,台北市博愛路17號3樓,02-23816288,OITC,(02)8964-6668,副總經理,16088678,www.oitc.com.tw
資誠聯合會計師事務所,"No. 111, Guangfu N. Rd., Hukou TownshipHsinchu County 30351, Taiwan , R. O. C.",李燕娜,蔡欣怡,葉&#24316;&#24312;,泓格,泓格科技股份有限公司,1150904,19930806,20090106,彭瓊儀,ir@icpdas.com,03-5973733,鄭樹發,63965653,639656530,新台幣                 10.0000元,0,1,0,－ ,3577,25,鄭碧玉,台新綜合證券(股)公司股務代理部,台北市建國北路一段96號地下一樓,02-25048125,ICP DAS,03-5973366,協理,84517297,https://www.icpdas.com/index_tw.php
勤業眾信聯合會計師事務所,"6F., No.51, Housheng Rd., Luzhu Dist.Taoyuan City 338, Taiwan (R.O.C.)",辛宥呈,黃惠敏,李原吉,友威科,友威科技股份有限公司,1150904,20021104,20100709,劉忠炯,theresachen@uvat.com,(03)2126202,劉品均,39470657,394706570,新台幣                 10.0000元,0,1,0,－ ,3580,31,陳繼萱,中國信託商業銀行代理部,台北市重慶南路一段83號5樓,(02)66365566,UVAT,(03)2126201,協理,80072814,www.uvat.com
日正聯合會計師事務所,"No. 53, Jinggong Rd., Hsin Fong TownshipHsinChu County, Taiwan , R.O.C.",巫貴珍,陳依玲,李篤誠,博磊,博磊科技股份有限公司,1150904,19990409,20150120,林保江,sophie@zenvoce.com,03-5577766,陳啟華,51006000,510060000,新台幣                 10.0000元,0,1,0,－ ,3581,24,林素真,富邦綜合證券股份有限公司,台北市中正區許昌街17號2樓,02-23611300,ZVC,03-5599999,處長,16889100,www.zenvoce.com
勤業眾信聯合會計師事務所,"1F.No.26-2,Tai-Yuen St.,Jubei City,Hsinchu County,Taiwan,R.O.C.",鍾鳴遠,陳彥君,謝詠芬,閎康,閎康科技股份有限公司,1150904,20020514,20090818,李語心,stock@ma-tek.com,03-5630777,施韋,69369988,693699880,新台幣                 10.0000元,0,1,0,－ ,3587,31,楊儒霖,富邦綜合證券股份有限公司,台北市許昌街17號11F,02-23611300,MA-tek,03-6116678,處長,79959286,http://www.ma-tek.com
勤業眾信聯合會計師事務所,"10F.,No.700,Zhong Zheng Rd.,Zhong He Dist.,New Taipei City,Taiwan",邱盟捷,王浚宇,李明,磐儀,磐儀科技股份有限公司,1150904,19931019,20130507,連啟瑞,investor@arbor.com.tw,02-82269398,連啟瑞,95948358,959483580,新台幣                 10.0000元,0,1,22683693,－ ,3594,25,郭鳳玲,福邦證券股份有限公司股務代理部,台北市中正區忠孝西路一段6號6樓,(02)2371-1658,ARBOR,02-82269396,財務協理,84469443,www.arbor-technology.com
資誠聯合會計師事務所,"No.10,19th Road Industrial,Nuntun Dist.Taichung,Taiwan",吳松源,徐建業,賴柄源,映興,映興電子股份有限公司,1150904,19861129,20200309,關慧貞,lin501214@avertronics.com,04-23581828,賴柄源,39236440,392364400,新台幣                 10.0000元,0,1,0,－ ,3597,28,林宜嫻,華南永昌綜合證券股份有限公司,台北市民生東路4段54號4樓,02-27186425,AVI,04-23581581,董事長特助,22306125,http://www.avertronics.com
安侯建業聯合會計師事務所,"3 F., No. 517, Yongchun E. 7th Rd., Nantun Dist.,Taichung, Taiwan, R.O.C.",張淑瑩,莊鈞維,陳睿謙,三一東林,三一東林科技股份有限公司,1150904,20020422,20110111,林華軍,Fin@31hep.com,04-23860631,林華軍,38419387,384193870,新台幣                 10.0000元,0,1,7740000,－ ,3609,28,陳長佚,元大證券股份有限公司,106045臺北市大安區敦化南路2段67號B1,(02)25865859,HEP,04-23863609,公司治理主管,13073151,http://www.31hep.com
安侯建業聯合會計師事務所,"9F.,No. 95,Minquan Rd.,Xindian Dist.New Taipei City 231, Taiwan (R.O.C.)",郭仰倫,蕭佩如,王興磊,鼎翰,鼎翰科技股份有限公司,1150904,20070319,20081126,張啟煌,ir@tscprinters.com,02-22185678,陳明義,47554634,475546340,新台幣                 10.0000元,0,1,0,－ ,3611,25,陳彥翰,中國信託商業銀行代理部,台北市重慶南路一段83號5樓,02-66365566,TSC AUTO ID,02-22186789,財務部資深經理,28624652,http://www.tscprinters.com
安永聯合會計師事務所,"No 10 Kuangfu N.Road Hsin Chu Industrial Park ,TaiwanHsin Chu Industrial Park ,Taiwan",謝勝安,邱琬茹,葉垂景,安可,安可光電股份有限公司,1150904,20070928,20090415,羅美蓮,service@aimcore.com.tw,03-5978070,姜明君,68466976,684669760,新台幣                 10.0000元,0,1,0,－ ,3615,26,姜明君,台新綜合證券股份有限公司,台北市建國北路一段96號地下一樓,02-25048125,AimCore,03-5986336,總經理,28812887,www.aimcore.com.tw
資誠聯合會計師事務所,"6F.-1 No. 50, Hua-ya 3 RD.,Gueishan Dist., Taoyuan County,Taiwan",王菘澤,楊蕙慈,翁明顯,富晶通,富晶通科技股份有限公司,1150904,20001127,20100428,鄭昭生,service@transtouch.com.tw,03-397-8855,蔡輔原,29185946,291859460,新台幣                 10.0000元,0,2,0,－ ,3623,26,巫金國,凱基證券股份有限公司,台北市重慶南路一段2號5樓,02-2389-2999,TTI,03-397-8800,協理,70791435,https://www.transtouch.com.tw/
資誠聯合會計師事務所,"No.70,Kuanfu N. Road, Hukou HsiangHsin Chu Hsien303 Tawiwan, R. O. C.",白淑蒨,劉倩瑜,蔡高明,光頡,光頡科技股份有限公司,1150904,19971001,20110316,鄭嘉蓮,anitalo@viking.com.tw,035972935,胡傳斌,117340842,1173408420,新台幣                 10.0000元,0,1,0,－ ,3624,28,黎順和,宏遠證券股份有限公司,台北市信義路四段236號3樓,0277198899,VIKING,035972931,副總經理,16130084,http://www.viking.com.tw
